item_id,judge,presentation_order,pass,score_first,score_second
Q074,judge_B,BA,2,2,4
Q075,judge_B,AB,1,3,3
Q075,judge_B,AB,2,3,2
Q075,judge_B,BA,1,3,3
Q075,judge_B,BA,2,3,3
Q076,judge_B,AB,1,4,1
Q076,judge_B,AB,2,4,1
Q076,judge_B,BA,1,1,4
Q076,judge_B,BA,2,1,4
Q077,judge_B,AB,1,4,4
Q077,judge_B,AB,2,4,4
Q077,judge_B,BA,1,3,4
Q077,judge_B,BA,2,4,4
Q078,judge_B,AB,1,3,3
Q078,judge_B,AB,2,5,3
Q078,judge_B,BA,1,4,4
Q078,judge_B,BA,2,3,5
Q079,judge_B,AB,1,2,2
Q079,judge_B,AB,2,2,1
Q079,judge_B,BA,1,1,2
Q079,judge_B,BA,2,1,2
Q080,judge_B,AB,1,4,2
Q080,judge_B,AB,2,4,2
Q080,judge_B,BA,1,2,3
Q080,judge_B,BA,2,2,3
Q081,judge_B,AB,1,3,5
Q081,judge_B,AB,2,2,5
Q081,judge_B,BA,1,5,3
Q081,judge_B,BA,2,5,2
Q082,judge_B,AB,1,4,4
Q082,judge_B,AB,2,3,3
Q082,judge_B,BA,1,4,3
Q082,judge_B,BA,2,4,3
Q083,judge_B,AB,1,3,5
Q083,judge_B,AB,2,3,5
Q083,judge_B,BA,1,4,2
Q083,judge_B,BA,2,5,3
Q084,judge_B,AB,1,2,3
Q084,judge_B,AB,2,2,4
Q084,judge_B,BA,1,4,2
Q084,judge_B,BA,2,3,2
Q085,judge_B,AB,1,2,1
Q085,judge_B,AB,2,2,1
Q085,judge_B,BA,1,1,2
Q085,judge_B,BA,2,1,2
Q086,judge_B,AB,1,3,3
Q086,judge_B,AB,2,2,2
Q086,judge_B,BA,1,2,2
Q086,judge_B,BA,2,2,2
Q087,judge_B,AB,1,3,4
Q087,judge_B,AB,2,3,3
Q087,judge_B,BA,1,3,3
Q087,judge_B,BA,2,4,3
Q088,judge_B,AB,1,4,3
Q088,judge_B,AB,2,5,2
Q088,judge_B,BA,1,2,4
Q088,judge_B,BA,2,2,4
Q089,judge_B,AB,1,4,4
Q089,judge_B,AB,2,4,4
Q089,judge_B,BA,1,4,5
Q089,judge_B,BA,2,4,3
Q090,judge_B,AB,1,4,4
Q090,judge_B,AB,2,4,4
Q090,judge_B,BA,1,5,4
Q090,judge_B,BA,2,4,3
Q091,judge_B,AB,1,4,4
Q091,judge_B,AB,2,4,4
Q091,judge_B,BA,1,4,4
Q091,judge_B,BA,2,4,3
Q092,judge_B,AB,1,2,1
Q092,judge_B,AB,2,2,1
Q092,judge_B,BA,1,2,2
Q092,judge_B,BA,2,1,2
Q093,judge_B,AB,1,3,3
Q093,judge_B,AB,2,3,3
Q093,judge_B,BA,1,3,3
Q093,judge_B,BA,2,3,3
Q094,judge_B,AB,1,2,1
Q094,judge_B,AB,2,3,1
Q094,judge_B,BA,1,1,2
Q094,judge_B,BA,2,1,2
Q095,judge_B,AB,1,3,1
Q095,judge_B,AB,2,3,1
Q095,judge_B,BA,1,1,3
Q095,judge_B,BA,2,1,4
Q096,judge_B,AB,1,2,5
Q096,judge_B,AB,2,3,5
Q096,judge_B,BA,1,4,2
Q096,judge_B,BA,2,5,2
Q097,judge_B,AB,1,2,1
Q097,judge_B,AB,2,2,1
Q097,judge_B,BA,1,1,1
Q097,judge_B,BA,2,1,1
Q098,judge_B,AB,1,3,3
Q098,judge_B,AB,2,3,4
Q098,judge_B,BA,1,4,4
Q098,judge_B,BA,2,4,4
Q099,judge_B,AB,1,4,5
Q099,judge_B,AB,2,4,4
Q099,judge_B,BA,1,5,4
Q099,judge_B,BA,2,5,4
Q100,judge_B,AB,1,1,1
Q100,judge_B,AB,2,1,1
Q100,judge_B,BA,1,2,1
Q100,judge_B,BA,2,1,1
Q101,judge_B,AB,1,3,1
Q101,judge_B,AB,2,3,1
Q101,judge_B,BA,1,1,3
Q101,judge_B,BA,2,1,2
Q102,judge_B,AB,1,3,1
Q102,judge_B,AB,2,3,1
Q102,judge_B,BA,1,1,3
Q102,judge_B,BA,2,1,3
Q103,judge_B,AB,1,4,5
Q103,judge_B,AB,2,4,5
Q103,judge_B,BA,1,5,4
Q103,judge_B,BA,2,5,4
Q104,judge_B,AB,1,2,3
Q104,judge_B,AB,2,3,4
Q104,judge_B,BA,1,2,3
Q104,judge_B,BA,2,4,3
Q105,judge_B,AB,1,2,1
Q105,judge_B,AB,2,2,1
Q105,judge_B,BA,1,2,2
Q105,judge_B,BA,2,1,2
Q106,judge_B,AB,1,3,2
Q106,judge_B,AB,2,3,2
Q106,judge_B,BA,1,2,3
Q106,judge_B,BA,2,2,4
Q107,judge_B,AB,1,5,4
Q107,judge_B,AB,2,4,4
Q107,judge_B,BA,1,5,4
Q107,judge_B,BA,2,4,4
Q108,judge_B,AB,1,3,3
Q108,judge_B,AB,2,3,3
Q108,judge_B,BA,1,4,4
Q108,judge_B,BA,2,4,3
Q109,judge_B,AB,1,2,1
Q109,judge_B,AB,2,1,1
Q109,judge_B,BA,1,1,2
Q109,judge_B,BA,2,1,3
Q110,judge_B,AB,1,5,3
Q110,judge_B,AB,2,4,2
Q110,judge_B,BA,1,2,4
Q110,judge_B,BA,2,3,4
Q111,judge_B,AB,1,3,3
Q111,judge_B,AB,2,3,3
Q111,judge_B,BA,1,3,4
Q111,judge_B,BA,2,3,4
Q112,judge_B,AB,1,3,1
Q112,judge_B,AB,2,2,1
Q112,judge_B,BA,1,2,2
Q112,judge_B,BA,2,1,3
Q113,judge_B,AB,1,4,4
Q113,judge_B,AB,2,5,4
Q113,judge_B,BA,1,5,4
Q113,judge_B,BA,2,5,4
Q114,judge_B,AB,1,3,1
Q114,judge_B,AB,2,3,1
Q114,judge_B,BA,1,1,2
Q114,judge_B,BA,2,1,3
Q115,judge_B,AB,1,2,2
Q115,judge_B,AB,2,2,1
Q115,judge_B,BA,1,2,2
Q115,judge_B,BA,2,2,1
Q116,judge_B,AB,1,4,4
Q116,judge_B,AB,2,3,3
Q116,judge_B,BA,1,4,4
Q116,judge_B,BA,2,4,3
Q117,judge_B,AB,1,1,1
Q117,judge_B,AB,2,2,1
Q117,judge_B,BA,1,1,1
Q117,judge_B,BA,2,1,2
Q118,judge_B,AB,1,2,1
Q118,judge_B,AB,2,2,1
Q118,judge_B,BA,1,1,2
Q118,judge_B,BA,2,1,2
Q119,judge_B,AB,1,3,3
Q119,judge_B,AB,2,3,3
Q119,judge_B,BA,1,3,2
Q119,judge_B,BA,2,3,3
Q120,judge_B,AB,1,4,4
Q120,judge_B,AB,2,3,3
Q120,judge_B,BA,1,4,4
Q120,judge_B,BA,2,3,4
Q001,judge_C,AB,1,4,3
Q001,judge_C,AB,2,4,4
Q001,judge_C,BA,1,4,4
Q001,judge_C,BA,2,4,4
Q002,judge_C,AB,1,4,4
Q002,judge_C,AB,2,4,3
Q002,judge_C,BA,1,4,3
Q002,judge_C,BA,2,4,3
Q003,judge_C,AB,1,4,4
Q003,judge_C,AB,2,4,4
Q003,judge_C,BA,1,4,3
Q003,judge_C,BA,2,4,3
Q004,judge_C,AB,1,5,3
Q004,judge_C,AB,2,5,3
Q004,judge_C,BA,1,3,4
Q004,judge_C,BA,2,3,4
Q005,judge_C,AB,1,4,5
Q005,judge_C,AB,2,4,5
Q005,judge_C,BA,1,5,4
Q005,judge_C,BA,2,5,4
Q006,judge_C,AB,1,4,3
Q006,judge_C,AB,2,4,3
Q006,judge_C,BA,1,3,3
Q006,judge_C,BA,2,3,3
Q007,judge_C,AB,1,5,5
Q007,judge_C,AB,2,5,5
Q007,judge_C,BA,1,5,5
Q007,judge_C,BA,2,5,5
Q008,judge_C,AB,1,5,3
Q008,judge_C,AB,2,5,3
Q008,judge_C,BA,1,3,5
Q008,judge_C,BA,2,3,5
Q009,judge_C,AB,1,4,2
Q009,judge_C,AB,2,4,2
Q009,judge_C,BA,1,2,4
Q009,judge_C,BA,2,2,3
Q010,judge_C,AB,1,5,4
Q010,judge_C,AB,2,5,4
Q010,judge_C,BA,1,4,5
Q010,judge_C,BA,2,4,5
Q011,judge_C,AB,1,3,3
Q011,judge_C,AB,2,3,3
Q011,judge_C,BA,1,4,2
Q011,judge_C,BA,2,4,2
Q012,judge_C,AB,1,5,4
Q012,judge_C,AB,2,5,4
Q012,judge_C,BA,1,4,4
Q012,judge_C,BA,2,4,5
Q013,judge_C,AB,1,3,5
Q013,judge_C,AB,2,3,5
Q013,judge_C,BA,1,5,3
Q013,judge_C,BA,2,5,3
Q014,judge_C,AB,1,5,4
Q014,judge_C,AB,2,5,4
Q014,judge_C,BA,1,4,5
Q014,judge_C,BA,2,4,5
Q015,judge_C,AB,1,3,2
Q015,judge_C,AB,2,3,2
Q015,judge_C,BA,1,2,2
Q015,judge_C,BA,2,2,2
Q016,judge_C,AB,1,3,2
Q016,judge_C,AB,2,3,2
Q016,judge_C,BA,1,3,3
Q016,judge_C,BA,2,3,3
Q017,judge_C,AB,1,5,3
Q017,judge_C,AB,2,5,3
Q017,judge_C,BA,1,4,5
Q017,judge_C,BA,2,4,5
Q018,judge_C,AB,1,4,4
Q018,judge_C,AB,2,4,4
Q018,judge_C,BA,1,4,3
Q018,judge_C,BA,2,4,4
Q019,judge_C,AB,1,5,4
Q019,judge_C,AB,2,5,4
Q019,judge_C,BA,1,4,5
Q019,judge_C,BA,2,5,5
Q020,judge_C,AB,1,3,3
Q020,judge_C,AB,2,3,4
Q020,judge_C,BA,1,4,3
Q020,judge_C,BA,2,4,3
Q021,judge_C,AB,1,4,1
Q021,judge_C,AB,2,4,2
Q021,judge_C,BA,1,2,4
Q021,judge_C,BA,2,2,3
Q022,judge_C,AB,1,5,4
Q022,judge_C,AB,2,5,4
Q022,judge_C,BA,1,4,5
Q022,judge_C,BA,2,4,5
Q023,judge_C,AB,1,4,5
Q023,judge_C,AB,2,4,5
Q023,judge_C,BA,1,5,4
Q023,judge_C,BA,2,5,4
Q024,judge_C,AB,1,5,2
Q024,judge_C,AB,2,5,2
Q024,judge_C,BA,1,2,4
Q024,judge_C,BA,2,2,5
Q025,judge_C,AB,1,4,4
Q025,judge_C,AB,2,4,4
Q025,judge_C,BA,1,4,4
Q025,judge_C,BA,2,4,4
Q026,judge_C,AB,1,5,4
Q026,judge_C,AB,2,5,4
Q026,judge_C,BA,1,4,4
Q026,judge_C,BA,2,4,4
Q027,judge_C,AB,1,5,3
Q027,judge_C,AB,2,5,3
Q027,judge_C,BA,1,3,5
Q027,judge_C,BA,2,3,4
Q028,judge_C,AB,1,4,4
Q028,judge_C,AB,2,4,4
Q028,judge_C,BA,1,4,4
Q028,judge_C,BA,2,4,4
Q029,judge_C,AB,1,3,4
Q029,judge_C,AB,2,3,4
Q029,judge_C,BA,1,4,3
Q029,judge_C,BA,2,4,3
Q030,judge_C,AB,1,5,5
Q030,judge_C,AB,2,5,5
Q030,judge_C,BA,1,5,5
Q030,judge_C,BA,2,5,5
Q031,judge_C,AB,1,5,4
Q031,judge_C,AB,2,5,4
Q031,judge_C,BA,1,4,5
Q031,judge_C,BA,2,4,5
Q032,judge_C,AB,1,3,1
Q032,judge_C,AB,2,3,1
Q032,judge_C,BA,1,2,2
Q032,judge_C,BA,2,2,2
Q033,judge_C,AB,1,5,5
Q033,judge_C,AB,2,5,5
Q033,judge_C,BA,1,5,4
Q033,judge_C,BA,2,5,5
Q034,judge_C,AB,1,4,4
Q034,judge_C,AB,2,4,4
Q034,judge_C,BA,1,4,3
Q034,judge_C,BA,2,4,4
Q035,judge_C,AB,1,3,2
Q035,judge_C,AB,2,3,2
Q035,judge_C,BA,1,2,2
Q035,judge_C,BA,2,2,2
Q036,judge_C,AB,1,2,2
Q036,judge_C,AB,2,2,2
Q036,judge_C,BA,1,2,2
Q036,judge_C,BA,2,2,2
Q037,judge_C,AB,1,4,5
Q037,judge_C,AB,2,4,5
Q037,judge_C,BA,1,5,4
Q037,judge_C,BA,2,5,4
Q038,judge_C,AB,1,4,3
Q038,judge_C,AB,2,4,3
Q038,judge_C,BA,1,3,3
Q038,judge_C,BA,2,3,3
Q039,judge_C,AB,1,4,4
Q039,judge_C,AB,2,4,4
Q039,judge_C,BA,1,4,4
Q039,judge_C,BA,2,4,4
Q040,judge_C,AB,1,4,5
Q040,judge_C,AB,2,4,5
Q040,judge_C,BA,1,5,4
Q040,judge_C,BA,2,5,4
Q041,judge_C,AB,1,3,4
Q041,judge_C,AB,2,3,4
Q041,judge_C,BA,1,4,2
Q041,judge_C,BA,2,4,2
Q042,judge_C,AB,1,5,4
Q042,judge_C,AB,2,4,4
Q042,judge_C,BA,1,5,4
Q042,judge_C,BA,2,5,4
Q043,judge_C,AB,1,4,5
Q043,judge_C,AB,2,4,5
Q043,judge_C,BA,1,5,4
Q043,judge_C,BA,2,5,4
Q044,judge_C,AB,1,5,2
Q044,judge_C,AB,2,5,2
Q044,judge_C,BA,1,2,4
Q044,judge_C,BA,2,2,4
Q045,judge_C,AB,1,3,2
Q045,judge_C,AB,2,3,2
Q045,judge_C,BA,1,2,3
Q045,judge_C,BA,2,2,3
Q046,judge_C,AB,1,4,2
Q046,judge_C,AB,2,4,2
Q046,judge_C,BA,1,2,4
Q046,judge_C,BA,2,2,4
Q047,judge_C,AB,1,4,5
Q047,judge_C,AB,2,4,5
Q047,judge_C,BA,1,5,4
Q047,judge_C,BA,2,5,4
Q048,judge_C,AB,1,3,3
Q048,judge_C,AB,2,3,3
Q048,judge_C,BA,1,3,2
Q048,judge_C,BA,2,3,2
Q049,judge_C,AB,1,5,5
Q049,judge_C,AB,2,5,5
Q049,judge_C,BA,1,5,4
Q049,judge_C,BA,2,5,4
Q050,judge_C,AB,1,5,2
Q050,judge_C,AB,2,5,2
Q050,judge_C,BA,1,2,5
Q050,judge_C,BA,2,2,5
Q051,judge_C,AB,1,4,3
Q051,judge_C,AB,2,4,3
Q051,judge_C,BA,1,4,3
Q051,judge_C,BA,2,4,3
Q052,judge_C,AB,1,3,3
Q052,judge_C,AB,2,2,3
Q052,judge_C,BA,1,3,3
Q052,judge_C,BA,2,3,2
Q053,judge_C,AB,1,4,2
Q053,judge_C,AB,2,3,2
Q053,judge_C,BA,1,2,3
Q053,judge_C,BA,2,2,3
Q054,judge_C,AB,1,5,5
Q054,judge_C,AB,2,5,5
Q054,judge_C,BA,1,5,4
Q054,judge_C,BA,2,5,4
Q055,judge_C,AB,1,3,2
Q055,judge_C,AB,2,3,2
Q055,judge_C,BA,1,3,3
Q055,judge_C,BA,2,3,3
Q056,judge_C,AB,1,4,4
Q056,judge_C,AB,2,4,4
Q056,judge_C,BA,1,4,4
Q056,judge_C,BA,2,5,4
Q057,judge_C,AB,1,2,2
Q057,judge_C,AB,2,3,2
Q057,judge_C,BA,1,2,2
Q057,judge_C,BA,2,2,2
Q058,judge_C,AB,1,2,2
Q058,judge_C,AB,2,2,2
Q058,judge_C,BA,1,2,2
Q058,judge_C,BA,2,2,2
Q059,judge_C,AB,1,5,3
Q059,judge_C,AB,2,4,3
Q059,judge_C,BA,1,3,4
Q059,judge_C,BA,2,4,4
Q060,judge_C,AB,1,3,2
Q060,judge_C,AB,2,3,2
Q060,judge_C,BA,1,2,3
Q060,judge_C,BA,2,2,3
Q061,judge_C,AB,1,5,4
Q061,judge_C,AB,2,5,4
Q061,judge_C,BA,1,4,5
Q061,judge_C,BA,2,4,5
Q062,judge_C,AB,1,4,5
Q062,judge_C,AB,2,4,5
Q062,judge_C,BA,1,5,4
Q062,judge_C,BA,2,5,4
Q063,judge_C,AB,1,4,2
Q063,judge_C,AB,2,4,3
Q063,judge_C,BA,1,3,3
Q063,judge_C,BA,2,3,3
Q064,judge_C,AB,1,3,2
Q064,judge_C,AB,2,3,2
Q064,judge_C,BA,1,2,3
Q064,judge_C,BA,2,2,3
Q065,judge_C,AB,1,3,3
Q065,judge_C,AB,2,3,3
Q065,judge_C,BA,1,3,2
Q065,judge_C,BA,2,3,2
Q066,judge_C,AB,1,5,4
Q066,judge_C,AB,2,5,3
Q066,judge_C,BA,1,4,5
Q066,judge_C,BA,2,4,5
Q067,judge_C,AB,1,5,4
Q067,judge_C,AB,2,5,4
Q067,judge_C,BA,1,4,5
Q067,judge_C,BA,2,4,5
Q068,judge_C,AB,1,5,5
Q068,judge_C,AB,2,5,5
Q068,judge_C,BA,1,5,4
Q068,judge_C,BA,2,5,4
Q069,judge_C,AB,1,5,2
Q069,judge_C,AB,2,5,2
Q069,judge_C,BA,1,2,5
Q069,judge_C,BA,2,2,4
Q070,judge_C,AB,1,4,5
Q070,judge_C,AB,2,4,5
Q070,judge_C,BA,1,5,4
Q070,judge_C,BA,2,5,4
Q071,judge_C,AB,1,3,2
Q071,judge_C,AB,2,3,2
Q071,judge_C,BA,1,3,3
Q071,judge_C,BA,2,2,3
Q072,judge_C,AB,1,5,5
Q072,judge_C,AB,2,5,5
Q072,judge_C,BA,1,5,4
Q072,judge_C,BA,2,5,4
Q073,judge_C,AB,1,5,5
Q073,judge_C,AB,2,5,5
Q073,judge_C,BA,1,5,5
Q073,judge_C,BA,2,5,5
Q074,judge_C,AB,1,5,3
Q074,judge_C,AB,2,5,3
Q074,judge_C,BA,1,3,5
Q074,judge_C,BA,2,3,5
Q075,judge_C,AB,1,4,3
Q075,judge_C,AB,2,4,3
Q075,judge_C,BA,1,4,4
Q075,judge_C,BA,2,4,4
Q076,judge_C,AB,1,5,2
Q076,judge_C,AB,2,5,2
Q076,judge_C,BA,1,2,4
Q076,judge_C,BA,2,2,4
Q077,judge_C,AB,1,5,5
Q077,judge_C,AB,2,5,4
Q077,judge_C,BA,1,5,5
Q077,judge_C,BA,2,5,5
Q078,judge_C,AB,1,5,4
Q078,judge_C,AB,2,5,4
Q078,judge_C,BA,1,4,5
Q078,judge_C,BA,2,4,5
Q079,judge_C,AB,1,3,2
Q079,judge_C,AB,2,3,2
Q079,judge_C,BA,1,2,3
Q079,judge_C,BA,2,2,3
Q080,judge_C,AB,1,4,3
Q080,judge_C,AB,2,5,3
Q080,judge_C,BA,1,3,4
Q080,judge_C,BA,2,3,4
Q081,judge_C,AB,1,4,5
Q081,judge_C,AB,2,4,5
Q081,judge_C,BA,1,5,3
Q081,judge_C,BA,2,5,4
Q082,judge_C,AB,1,4,5
Q082,judge_C,AB,2,4,5
Q082,judge_C,BA,1,5,4
Q082,judge_C,BA,2,5,4
Q083,judge_C,AB,1,4,5
Q083,judge_C,AB,2,4,5
Q083,judge_C,BA,1,5,3
Q083,judge_C,BA,2,5,3
Q084,judge_C,AB,1,3,4
Q084,judge_C,AB,2,3,4
Q084,judge_C,BA,1,5,3
Q084,judge_C,BA,2,5,3
Q085,judge_C,AB,1,3,2
Q085,judge_C,AB,2,3,1
Q085,judge_C,BA,1,2,3
Q085,judge_C,BA,2,2,3
Q086,judge_C,AB,1,3,3
Q086,judge_C,AB,2,3,3
Q086,judge_C,BA,1,3,3
Q086,judge_C,BA,2,3,3
Q087,judge_C,AB,1,4,4
Q087,judge_C,AB,2,4,4
Q087,judge_C,BA,1,4,4
Q087,judge_C,BA,2,5,4
Q088,judge_C,AB,1,5,3
Q088,judge_C,AB,2,5,3
Q088,judge_C,BA,1,4,5
Q088,judge_C,BA,2,3,5
Q089,judge_C,AB,1,5,5
Q089,judge_C,AB,2,5,5
Q089,judge_C,BA,1,5,5
Q089,judge_C,BA,2,5,5
Q090,judge_C,AB,1,5,5
Q090,judge_C,AB,2,5,5
Q090,judge_C,BA,1,5,4
Q090,judge_C,BA,2,5,5
Q091,judge_C,AB,1,5,5
Q091,judge_C,AB,2,5,4
Q091,judge_C,BA,1,5,4
Q091,judge_C,BA,2,5,4
Q092,judge_C,AB,1,3,2
Q092,judge_C,AB,2,3,2
Q092,judge_C,BA,1,2,3
Q092,judge_C,BA,2,2,3
Q093,judge_C,AB,1,5,4
Q093,judge_C,AB,2,5,4
Q093,judge_C,BA,1,4,4
Q093,judge_C,BA,2,4,4
Q094,judge_C,AB,1,3,1
Q094,judge_C,AB,2,4,2
Q094,judge_C,BA,1,2,3
Q094,judge_C,BA,2,2,3
Q095,judge_C,AB,1,4,2
Q095,judge_C,AB,2,4,2
Q095,judge_C,BA,1,2,3
Q095,judge_C,BA,2,2,4
Q096,judge_C,AB,1,3,5
Q096,judge_C,AB,2,3,5
Q096,judge_C,BA,1,5,3
Q096,judge_C,BA,2,5,3
Q097,judge_C,AB,1,2,1
Q097,judge_C,AB,2,3,2
Q097,judge_C,BA,1,2,2
Q097,judge_C,BA,2,2,2
Q098,judge_C,AB,1,5,5
Q098,judge_C,AB,2,5,5
Q098,judge_C,BA,1,5,4
Q098,judge_C,BA,2,5,5
Q099,judge_C,AB,1,5,5
Q099,judge_C,AB,2,5,5
Q099,judge_C,BA,1,5,5
Q099,judge_C,BA,2,5,5
Q100,judge_C,AB,1,3,2
Q100,judge_C,AB,2,2,1
Q100,judge_C,BA,1,2,2
Q100,judge_C,BA,2,2,2
Q101,judge_C,AB,1,3,2
Q101,judge_C,AB,2,4,1
Q101,judge_C,BA,1,2,3
Q101,judge_C,BA,2,2,3
Q102,judge_C,AB,1,4,2
Q102,judge_C,AB,2,4,2
Q102,judge_C,BA,1,2,4
Q102,judge_C,BA,2,2,4
Q103,judge_C,AB,1,5,5
Q103,judge_C,AB,2,5,5
Q103,judge_C,BA,1,5,5
Q103,judge_C,BA,2,5,5
Q104,judge_C,AB,1,4,4
Q104,judge_C,AB,2,4,4
Q104,judge_C,BA,1,4,4
Q104,judge_C,BA,2,4,3
Q105,judge_C,AB,1,3,2
Q105,judge_C,AB,2,3,2
Q105,judge_C,BA,1,3,3
Q105,judge_C,BA,2,3,3
Q106,judge_C,AB,1,4,3
Q106,judge_C,AB,2,4,3
Q106,judge_C,BA,1,3,4
Q106,judge_C,BA,2,3,4
Q107,judge_C,AB,1,5,5
Q107,judge_C,AB,2,5,5
Q107,judge_C,BA,1,5,5
Q107,judge_C,BA,2,5,5
Q108,judge_C,AB,1,5,4
Q108,judge_C,AB,2,5,5
Q108,judge_C,BA,1,4,4
Q108,judge_C,BA,2,5,4
Q109,judge_C,AB,1,3,2
Q109,judge_C,AB,2,3,2
Q109,judge_C,BA,1,2,3
Q109,judge_C,BA,2,2,3
Q110,judge_C,AB,1,5,3
Q110,judge_C,AB,2,5,3
Q110,judge_C,BA,1,3,5
Q110,judge_C,BA,2,4,5
Q111,judge_C,AB,1,4,4
Q111,judge_C,AB,2,5,4
Q111,judge_C,BA,1,4,4
Q111,judge_C,BA,2,4,4
Q112,judge_C,AB,1,4,2
Q112,judge_C,AB,2,3,2
Q112,judge_C,BA,1,2,3
Q112,judge_C,BA,2,2,3
Q113,judge_C,AB,1,5,5
Q113,judge_C,AB,2,5,5
Q113,judge_C,BA,1,5,5
Q113,judge_C,BA,2,5,5
Q114,judge_C,AB,1,4,2
Q114,judge_C,AB,2,4,2
Q114,judge_C,BA,1,2,4
Q114,judge_C,BA,2,2,4
Q115,judge_C,AB,1,3,3
Q115,judge_C,AB,2,3,3
Q115,judge_C,BA,1,3,2
Q115,judge_C,BA,2,3,3
Q116,judge_C,AB,1,5,4
Q116,judge_C,AB,2,5,4
Q116,judge_C,BA,1,4,4
Q116,judge_C,BA,2,4,4
Q117,judge_C,AB,1,3,2
Q117,judge_C,AB,2,3,2
Q117,judge_C,BA,1,2,2
Q117,judge_C,BA,2,2,2
Q118,judge_C,AB,1,3,1
Q118,judge_C,AB,2,3,2
Q118,judge_C,BA,1,2,3
Q118,judge_C,BA,2,2,3
Q119,judge_C,AB,1,4,4
Q119,judge_C,AB,2,4,4
Q119,judge_C,BA,1,4,4
Q119,judge_C,BA,2,4,4
Q120,judge_C,AB,1,5,4
Q120,judge_C,AB,2,5,4
Q120,judge_C,BA,1,5,5
Q120,judge_C,BA,2,5,4
